"","draw_size","tourney_date","match_num","winner_hand","winner_ioc","best_of","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced"
"16688",64,20030811,13,1,"65",3,92,3,2,58,37,26,14,9,2,3,0,2,65,40,23,10,10,4,8
"16689",64,20030811,14,1,"96",3,67,7,0,61,39,33,13,10,2,2,2,1,57,29,21,12,9,0,2
"16690",64,20030811,15,1,"21",3,115,23,9,82,49,41,18,15,2,3,5,1,86,62,42,16,15,4,6
"16691",64,20030811,16,1,"96",3,53,9,1,44,27,21,13,9,0,1,4,1,48,33,17,6,8,4,8
"16692",64,20030811,17,1,"9",3,103,10,6,80,29,23,25,14,4,8,9,8,81,37,28,18,13,7,12
"16693",64,20030811,18,1,"96",3,89,9,2,64,34,29,16,13,1,3,16,10,69,35,29,17,13,1,3
"16694",64,20030811,19,1,"33",3,118,9,2,72,44,30,18,11,4,6,2,3,77,51,35,13,11,6,9
"16695",64,20030811,20,0,"34",3,120,6,4,103,64,44,20,15,6,10,3,1,95,59,43,16,15,2,5
"16696",64,20030811,21,1,"16",3,73,1,3,66,30,23,19,10,6,8,2,1,55,37,21,10,10,1,6
"16697",64,20030811,22,1,"4",3,56,1,2,53,27,20,15,7,4,4,1,5,38,21,11,3,7,4,9
"16698",64,20030811,23,1,"4",3,47,7,0,38,22,20,12,8,0,0,8,3,44,22,13,10,8,2,6
"16699",64,20030811,24,1,"84",3,122,14,4,108,69,58,22,16,9,10,6,1,106,65,48,24,15,7,8
"16700",64,20030811,25,1,"36",3,86,4,4,68,41,30,12,10,3,4,2,3,59,29,18,16,10,4,8
"16701",64,20030811,26,0,"32",3,117,3,4,80,39,27,24,15,4,8,11,2,105,67,46,15,16,12,17
"16702",64,20030811,27,1,"96",3,94,5,3,61,25,22,22,10,1,1,6,4,57,31,25,11,9,2,4
"16703",64,20030811,28,0,"30",3,132,9,6,110,60,46,32,17,4,4,11,4,93,58,48,24,17,1,2
"16704",64,20030811,29,1,"47",3,90,7,5,67,37,31,17,12,2,3,8,8,74,36,27,18,13,3,7
"16705",64,20030811,30,1,"96",3,68,3,2,56,36,28,13,11,1,3,6,6,66,33,22,12,11,1,7
"16706",64,20030811,31,1,"4",3,66,2,2,50,29,23,14,10,0,1,8,2,62,35,25,14,10,4,7
"16707",64,20030811,32,1,"30",3,55,3,2,40,27,23,7,7,2,2,2,4,44,25,12,6,7,4,9
"16708",64,20030811,33,1,"11",3,80,11,2,65,51,41,7,11,1,2,10,4,61,36,27,15,11,1,3
"16709",64,20030811,34,0,"58",3,58,4,0,38,22,18,10,7,1,2,1,5,44,12,7,10,8,1,7
"16710",64,20030811,35,1,"78",3,93,4,3,71,35,23,21,11,1,4,9,4,77,46,28,15,11,6,10
"16711",64,20030811,36,1,"4",3,68,8,0,35,28,24,5,7,0,0,3,4,78,51,29,10,8,8,12
"16712",64,20030811,37,1,"13",3,91,6,1,59,31,25,17,10,5,6,2,3,70,35,27,14,11,3,7
"16713",64,20030811,38,1,"4",3,161,10,1,117,86,69,16,17,7,7,16,2,121,93,68,14,17,14,16
"16714",64,20030811,39,1,"96",3,65,2,1,54,33,26,9,9,1,2,1,2,52,35,18,9,8,4,8
"16715",64,20030811,40,1,"96",3,57,10,1,51,35,29,7,9,0,0,3,3,44,20,14,10,8,1,4
"16716",64,20030811,41,1,"96",3,135,12,5,102,46,40,34,16,7,7,15,5,102,56,48,19,15,3,6
"16717",64,20030811,42,1,"33",3,143,5,3,107,63,45,25,16,9,12,17,6,104,67,49,13,16,3,7
"16718",64,20030811,43,1,"4",3,62,7,3,49,32,28,9,9,1,1,7,1,55,36,19,11,9,1,4
"16719",64,20030811,44,1,"4",3,126,3,6,94,48,33,23,12,3,6,14,6,90,43,35,18,12,5,8
"16720",64,20030811,45,1,"36",3,131,16,5,122,80,62,14,15,4,5,8,0,92,56,45,21,15,5,6
"16721",64,20030811,46,1,"96",3,97,11,7,72,44,36,14,11,1,2,6,4,70,39,30,14,11,3,5
"16722",64,20030811,47,1,"96",3,87,7,0,63,38,28,17,11,1,2,4,0,70,43,33,12,11,1,3
"16723",64,20030811,48,1,"4",3,161,6,2,105,71,50,23,17,1,3,17,10,120,62,44,34,17,6,9
"16724",64,20030811,49,1,"11",3,143,18,5,103,69,57,13,16,3,4,2,2,107,62,45,25,16,6,9
"16725",64,20030811,50,1,"4",3,75,2,1,57,40,25,11,8,4,5,2,2,52,27,14,9,7,7,12
"16726",64,20030811,51,1,"4",3,162,6,6,111,76,53,15,15,5,8,12,6,106,61,40,21,15,5,11
"16727",64,20030811,52,1,"96",3,78,9,5,78,46,40,14,10,4,4,9,1,54,29,21,15,10,1,3
"16728",64,20030811,53,1,"96",3,63,6,1,40,17,16,16,8,0,0,7,3,53,25,16,12,8,5,9
"16729",64,20030811,54,1,"4",3,84,3,0,53,36,27,9,10,0,2,1,7,74,44,27,12,10,6,10
"16730",64,20030811,55,1,"36",3,131,10,3,79,43,38,22,15,0,1,10,8,97,53,42,21,15,4,6
"16731",64,20030811,56,1,"96",3,85,9,1,62,40,28,16,10,1,2,2,1,67,32,21,18,9,5,8
"16732",64,20030811,57,1,"11",3,67,7,2,54,35,31,10,10,0,0,2,1,53,41,26,8,10,4,7
"16733",64,20030811,58,1,"96",3,60,7,1,43,27,21,11,8,0,0,2,3,53,32,17,8,7,2,6
"16734",64,20030811,59,1,"96",3,85,6,0,64,37,30,18,11,2,2,6,3,62,41,29,14,10,3,4
"16735",64,20030811,60,1,"36",3,68,5,2,48,26,22,13,8,2,2,4,0,54,29,20,8,9,0,4
"16736",64,20030811,61,1,"96",3,81,14,0,66,48,37,14,11,1,1,9,2,64,44,37,9,11,0,1
"16737",64,20030811,62,1,"96",3,121,14,4,95,50,42,25,12,6,6,5,3,81,42,35,24,12,2,2
"16738",64,20030811,63,1,"96",3,149,13,6,111,66,55,25,17,5,6,8,9,131,69,55,31,17,5,5
"16739",32,20030728,1,1,"6",3,86,5,5,63,31,24,15,9,3,5,1,2,60,40,19,7,9,7,13
"16740",32,20030728,2,1,"96",3,174,12,5,143,79,55,34,16,12,15,26,4,104,63,51,23,16,3,4
"16741",32,20030728,3,0,"25",3,137,13,1,82,50,39,21,15,1,3,9,9,115,65,40,27,15,14,17
"16742",32,20030728,4,1,"44",3,45,0,2,31,17,13,7,4,2,2,3,2,38,21,13,8,4,7,8
"16743",32,20030728,5,1,"65",3,73,4,3,59,34,24,14,10,3,6,2,5,65,33,22,10,10,6,11
"16744",32,20030728,6,1,"36",3,88,18,1,59,36,31,12,9,1,1,4,7,66,34,22,12,8,11,14
"16745",32,20030728,7,1,"24",3,95,7,2,89,38,28,28,13,8,10,7,1,68,45,31,12,12,0,3
"16746",32,20030728,8,1,"96",3,70,3,7,61,28,23,18,10,4,5,4,5,59,34,25,8,9,5,8
"16747",32,20030728,9,1,"6",3,60,12,1,41,24,22,14,9,0,0,4,1,58,42,25,9,8,3,6
"16748",32,20030728,10,1,"96",3,50,4,1,39,26,21,6,7,0,1,4,4,52,30,17,4,7,4,10
"16749",32,20030728,11,0,"72",3,127,9,2,90,40,34,26,14,5,7,14,0,98,59,42,22,15,4,7
"16750",32,20030728,12,1,"13",3,116,19,3,101,62,47,21,15,3,4,25,14,113,62,50,23,16,6,7
"16751",32,20030728,13,1,"77",3,56,8,1,50,36,28,10,10,2,3,2,3,63,41,28,10,10,3,6
"16752",32,20030728,14,1,"78",3,66,3,3,54,37,28,8,9,1,2,2,3,56,32,15,14,8,6,10
"16753",32,20030728,15,1,"96",3,35,5,1,35,22,19,10,7,0,0,3,4,38,22,12,3,7,0,5
"16754",32,20030728,16,1,"33",3,115,4,2,94,50,40,24,16,6,7,10,3,88,59,46,16,15,5,7
"16755",32,20030728,17,1,"6",3,71,14,2,46,31,26,6,7,4,5,1,5,71,36,15,15,8,8,14
"16756",32,20030728,18,0,"25",3,65,4,2,47,34,27,9,9,0,0,4,1,53,37,23,6,9,3,6
"16757",32,20030728,19,1,"36",3,82,7,1,58,36,29,11,10,2,3,1,1,56,40,23,10,10,1,4
"16758",32,20030728,20,1,"96",3,120,3,6,97,43,32,32,14,6,8,3,4,83,39,27,26,14,0,3
"16759",32,20030728,21,1,"6",3,74,8,3,45,20,16,17,9,0,1,4,0,56,31,20,8,9,2,6
"16760",32,20030728,22,1,"13",3,87,13,1,74,40,30,19,11,5,6,9,5,73,38,28,17,10,4,6
"16761",32,20030728,23,1,"77",3,77,12,3,87,51,39,20,11,6,6,2,4,58,38,30,10,10,3,4
"16762",32,20030728,24,1,"33",3,69,7,0,56,29,26,13,8,3,3,4,7,51,24,17,10,9,3,7
"16763",32,20030728,25,1,"6",3,141,4,5,91,41,35,35,16,2,2,15,5,104,64,48,20,15,8,10
"16764",32,20030728,26,1,"36",3,125,7,3,92,48,35,25,14,3,5,4,3,78,47,36,18,14,2,4
"16765",32,20030728,27,1,"6",3,116,22,4,109,66,53,22,15,8,9,12,2,85,59,48,16,15,1,2
"16766",32,20030728,28,1,"77",3,123,7,4,99,72,59,16,16,0,0,10,0,114,57,44,29,16,3,5
"16767",32,20030728,29,1,"6",3,81,4,2,56,29,20,14,9,1,3,7,1,55,31,17,10,9,2,7
"16768",32,20030728,30,1,"77",3,81,6,2,63,46,34,12,11,3,4,12,1,73,47,31,12,11,5,8
"16769",32,20030728,31,1,"77",3,148,19,4,117,70,54,18,16,10,12,13,6,119,52,40,31,15,12,15
"16770",128,20030113,1,1,"6",5,193,14,7,138,72,56,42,23,4,5,10,8,148,93,67,25,22,6,11
"16771",128,20030113,2,1,"6",5,212,2,4,162,122,71,20,22,6,13,1,5,134,75,49,23,21,6,15
"16772",128,20030113,3,1,"24",5,110,3,2,77,43,33,19,13,6,8,2,3,73,39,21,10,12,5,13
"16773",128,20030113,4,1,"13",5,143,14,2,106,68,55,18,16,5,7,2,1,101,59,40,20,15,5,9
"16774",128,20030113,5,1,"58",5,116,4,6,103,66,47,15,15,8,12,9,3,81,49,40,16,14,4,6
"16775",128,20030113,6,1,"78",5,182,5,2,156,79,55,37,23,7,12,23,5,130,71,55,27,22,1,6
"16776",128,20030113,7,1,"96",5,98,9,2,85,62,48,11,14,5,6,7,13,94,44,33,17,13,14,19
"16777",128,20030113,8,0,"30",5,184,17,4,154,89,68,45,23,4,5,12,5,145,89,66,40,22,2,4
"16778",128,20030113,9,1,"96",5,165,19,2,140,91,70,27,21,10,12,10,7,127,83,56,25,20,4,9
"16779",128,20030113,10,1,"76",5,126,11,3,104,58,47,23,15,6,8,1,2,107,75,46,15,15,12,17
"16780",128,20030113,11,1,"30",5,160,26,3,139,86,63,35,24,2,6,0,6,141,107,72,15,23,6,11
"16781",128,20030113,12,1,"4",5,142,5,4,108,59,46,23,16,5,7,7,11,111,55,36,21,16,10,17
"16782",128,20030113,13,1,"78",5,125,4,4,97,61,46,18,16,6,8,0,6,98,49,31,19,16,5,12
"16783",128,20030113,14,1,"6",5,125,5,5,98,55,44,24,15,4,4,3,0,92,65,42,16,14,6,9
"16784",128,20030113,15,1,"9",5,187,2,5,160,128,73,16,24,15,24,6,12,148,101,58,20,24,10,21
"16785",128,20030113,16,1,"24",5,122,7,2,107,75,56,18,18,5,9,5,7,112,68,42,20,18,5,11
"16786",128,20030113,17,1,"78",5,153,13,2,123,69,51,32,20,9,12,5,3,117,74,50,18,19,7,12
"16787",128,20030113,18,1,"30",5,102,15,1,80,51,41,19,14,2,2,4,5,88,60,41,12,14,5,9
"16788",128,20030113,19,1,"65",5,110,19,4,84,38,37,24,16,2,3,3,5,110,75,47,13,16,12,18
"16789",128,20030113,20,1,"36",5,93,4,1,62,36,25,18,12,0,2,3,7,82,44,22,13,11,8,16
"16790",128,20030113,21,1,"96",5,111,6,4,103,55,44,26,16,4,6,8,3,98,49,34,27,16,4,8
"16791",128,20030113,22,1,"4",5,64,3,3,57,34,24,15,9,1,2,13,4,53,33,27,13,10,1,2
"16792",128,20030113,23,1,"30",5,191,1,5,149,97,62,27,24,4,10,1,5,140,97,56,18,23,6,16
"16793",128,20030113,24,1,"16",5,177,13,12,150,86,64,33,23,4,7,5,3,147,109,69,23,23,7,12
"16794",128,20030113,25,1,"4",5,93,4,3,70,34,27,20,13,0,3,2,5,83,50,30,15,12,4,9
"16795",128,20030113,26,1,"6",5,138,4,1,137,85,59,33,20,12,15,11,4,122,74,53,23,20,3,7
"16796",128,20030113,27,1,"33",5,100,11,2,74,37,33,25,14,0,0,6,6,89,54,36,18,14,4,8
"16797",128,20030113,28,1,"9",5,97,4,5,77,30,26,26,13,2,4,4,6,78,44,26,12,12,4,11
"16798",128,20030113,29,0,"86",5,81,4,1,80,49,36,16,13,3,5,3,3,79,47,26,15,14,2,9
"16799",128,20030113,30,0,"7",5,166,0,7,115,69,45,27,21,3,8,10,5,131,74,49,27,21,3,11
"16800",128,20030113,31,1,"36",5,123,4,4,98,64,50,22,17,4,5,4,4,111,77,50,18,17,5,9
"16801",128,20030113,32,1,"84",5,168,8,8,126,70,48,28,16,9,12,3,2,139,67,47,29,17,11,17
"16802",128,20030113,33,1,"30",5,106,8,2,88,47,38,28,16,2,3,9,4,105,60,42,21,15,7,11
"16803",128,20030113,34,1,"96",5,104,17,2,83,46,38,25,15,3,3,9,4,89,47,36,17,14,8,12
"16804",128,20030113,35,1,"84",5,80,4,4,68,40,31,15,12,1,3,4,3,77,44,17,17,12,5,13
"16805",128,20030113,36,1,"77",5,123,6,4,102,63,51,21,19,1,4,5,3,119,87,51,15,18,8,15
"16806",128,20030113,37,1,"4",5,147,5,5,113,66,47,20,16,11,15,7,5,104,60,34,19,16,5,13
"16807",128,20030113,38,1,"5",5,157,6,8,106,61,42,25,18,4,8,7,5,128,64,40,29,19,5,12
"16808",128,20030113,39,1,"6",5,165,23,8,119,77,71,22,21,4,4,23,3,134,84,64,27,20,8,11
"16809",128,20030113,40,1,"88",5,138,9,1,90,57,46,22,17,4,6,7,7,145,73,46,36,18,16,21
"16810",128,20030113,41,1,"65",5,125,2,3,86,51,37,23,15,1,3,1,7,109,65,40,22,15,5,10
"16811",128,20030113,42,1,"21",5,143,4,3,92,44,35,29,16,5,7,5,4,110,74,43,18,15,9,13
"16812",128,20030113,43,1,"6",5,121,6,5,81,57,51,13,15,0,0,5,7,92,53,34,21,15,2,6
"16813",128,20030113,44,1,"48",5,13,1,0,10,6,4,4,2,0,0,0,0,16,13,6,0,3,1,3
"16814",128,20030113,45,1,"33",5,106,1,0,82,45,36,23,15,2,4,1,1,86,56,34,15,14,3,8
"16815",128,20030113,46,0,"6",5,213,32,9,145,82,75,36,26,1,2,6,5,199,129,91,41,27,13,15
"16816",128,20030113,47,1,"64",5,185,3,5,129,78,52,28,21,6,11,1,7,137,83,53,24,21,12,20
"16817",128,20030113,48,1,"30",5,156,6,3,111,71,49,23,19,4,8,11,7,128,72,50,24,19,12,18
"16818",128,20030113,49,1,"30",5,185,3,4,126,81,56,20,19,10,15,5,11,150,91,58,27,19,14,21
"16819",128,20030113,50,0,"6",5,133,8,3,115,65,47,27,20,8,12,3,8,123,74,47,26,19,5,11
"16820",128,20030113,51,1,"30",5,219,4,12,163,100,76,29,26,7,11,15,2,152,100,70,26,25,8,13
"16821",128,20030113,52,1,"96",5,187,20,7,158,94,72,37,25,11,12,18,12,159,90,68,37,25,9,14
"16822",128,20030113,53,1,"27",5,107,4,1,95,74,49,10,11,4,5,1,2,63,40,18,7,11,4,12
"16823",128,20030113,54,1,"30",5,195,8,14,177,99,71,37,28,11,18,14,9,170,96,70,35,28,7,14
"16824",128,20030113,55,1,"85",5,99,3,2,69,50,36,7,12,2,5,0,3,88,52,26,13,13,6,15
"16825",128,20030113,56,1,"33",5,108,3,2,77,49,39,20,14,1,1,3,3,83,45,30,18,13,5,9
"16826",128,20030113,57,1,"4",5,122,8,0,92,62,48,15,15,4,5,2,3,92,59,40,12,15,3,8
"16827",128,20030113,58,1,"4",5,129,7,1,86,56,42,15,15,6,9,2,2,89,59,28,17,14,6,13
"16828",128,20030113,59,0,"32",5,187,3,5,165,116,81,25,24,16,19,15,6,160,95,65,35,23,17,21
"16829",128,20030113,60,1,"78",5,157,3,4,117,66,42,33,20,3,7,18,6,163,82,55,36,20,12,18
"16830",128,20030113,61,1,"33",5,140,6,5,85,48,37,23,16,2,5,0,6,122,59,37,25,16,7,14
"16831",128,20030113,62,1,"9",5,104,2,4,102,71,48,14,14,11,14,4,14,97,47,29,17,13,10,17
"16832",128,20030113,63,1,"52",5,136,8,1,114,78,56,24,19,9,11,6,5,119,69,47,21,18,12,18
"16833",128,20030113,64,1,"96",5,131,2,3,87,56,35,18,15,2,6,3,3,102,63,34,16,15,7,15
"16834",128,20030113,65,1,"6",5,74,9,3,51,32,29,12,10,3,3,1,3,56,38,17,3,10,5,13
"16835",128,20030113,66,1,"24",5,227,24,7,168,105,82,30,26,6,10,13,2,174,85,60,48,26,8,14
"16836",128,20030113,67,1,"58",5,108,15,1,76,45,41,10,12,2,3,2,3,92,47,25,19,13,3,10
"16837",128,20030113,68,0,"30",5,78,9,5,77,45,36,17,13,2,3,4,5,80,58,33,9,13,6,12
"16838",128,20030113,69,1,"96",5,77,13,1,61,40,35,13,12,0,0,7,5,88,55,32,15,12,9,15
"16839",128,20030113,70,1,"30",5,144,3,6,106,56,40,23,17,7,11,2,1,103,55,34,24,18,0,7
"16840",128,20030113,71,1,"78",5,120,6,2,83,46,32,19,13,5,8,0,8,90,41,24,16,13,10,18
"16841",128,20030113,72,1,"24",5,214,11,6,184,120,82,41,27,14,18,2,2,199,143,90,32,26,16,19
"16842",128,20030113,73,1,"78",5,130,7,4,100,57,46,19,18,2,6,5,9,114,69,42,18,18,8,16
"16843",128,20030113,74,1,"36",5,127,6,7,103,52,34,29,16,3,7,10,7,111,50,36,23,15,15,22
"16844",128,20030113,75,1,"96",5,87,8,7,91,54,43,19,14,4,5,4,3,71,38,26,15,13,3,8
"16845",128,20030113,76,1,"30",5,182,10,9,159,108,79,25,20,9,10,10,7,138,88,59,22,20,6,11
"16846",128,20030113,77,1,"4",5,111,6,6,100,52,34,23,13,8,12,4,6,97,61,34,11,15,7,16
"16847",128,20030113,78,1,"9",5,172,18,5,128,59,47,46,23,3,6,12,2,124,73,59,29,22,4,8
"16848",128,20030113,79,0,"86",5,31,2,0,28,17,14,6,4,3,3,1,2,32,19,14,4,5,2,4
"16849",128,20030113,80,1,"84",5,104,3,4,72,32,24,25,12,0,1,1,6,87,46,21,21,12,3,10
"16850",128,20030113,81,1,"96",5,179,17,1,128,68,59,35,24,0,3,7,5,168,107,77,29,25,5,9
"16851",128,20030113,82,1,"77",5,115,8,3,91,55,43,18,14,7,8,1,3,100,50,29,23,14,12,18
"16852",128,20030113,83,1,"5",5,172,6,4,120,65,43,26,18,6,11,7,7,115,69,38,23,18,9,17
"16853",128,20030113,84,1,"6",5,159,13,5,131,81,62,26,22,4,7,17,5,110,60,50,29,22,0,4
"16854",128,20030113,85,1,"21",5,249,5,7,193,101,72,43,24,16,21,3,1,149,108,76,18,24,8,14
"16855",128,20030113,86,1,"6",5,156,14,3,121,81,59,17,18,11,14,8,2,126,77,45,22,18,5,12
"16856",128,20030113,87,1,"33",5,48,0,0,37,24,23,9,8,0,0,1,3,45,29,15,9,8,2,6
"16857",128,20030113,88,1,"30",5,89,6,1,64,46,33,14,12,0,1,2,0,80,55,25,13,12,8,15
"16858",128,20030113,89,1,"30",5,177,10,3,130,84,61,21,20,6,10,11,2,127,78,47,22,19,10,18
"16859",128,20030113,90,1,"30",5,195,0,1,134,97,60,20,24,7,14,22,4,150,92,63,19,25,8,18
"16860",128,20030113,91,1,"27",5,148,5,6,112,76,52,17,15,8,10,1,6,100,58,32,18,14,7,14
"16861",128,20030113,92,1,"33",5,185,4,2,119,60,48,34,20,2,6,2,5,128,71,54,28,21,5,9
"16862",128,20030113,93,1,"4",5,174,1,2,135,83,52,30,19,12,16,3,4,122,79,49,19,19,4,11
"16863",128,20030113,94,0,"32",5,166,1,2,124,85,61,19,22,8,13,11,8,161,91,62,28,22,7,15
"16864",128,20030113,95,1,"33",5,117,13,4,96,62,48,17,17,3,6,0,0,98,79,49,9,16,4,9
"16865",128,20030113,96,1,"96",5,80,5,2,55,35,31,9,9,4,4,3,2,69,39,14,12,10,5,14
"16866",128,20030113,97,1,"6",5,90,4,5,71,37,31,20,12,2,3,4,0,65,37,21,8,11,2,9
"16867",128,20030113,98,1,"58",5,190,10,5,140,86,64,26,22,6,10,6,10,167,98,62,35,22,12,17
"16868",128,20030113,99,1,"96",5,79,9,2,61,38,34,18,13,0,0,6,0,72,35,21,19,12,5,10
"16869",128,20030113,100,1,"78",5,124,6,5,106,60,42,28,17,4,6,4,5,98,67,43,12,16,5,11
"16870",128,20030113,101,1,"36",5,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"16871",128,20030113,102,1,"96",5,152,5,3,103,65,49,20,18,3,6,2,7,147,93,55,22,17,9,16
"16872",128,20030113,103,1,"4",5,107,4,2,80,46,34,18,14,2,5,4,2,93,47,25,16,13,9,17
"16873",128,20030113,104,1,"84",5,96,9,0,72,45,37,18,14,2,3,4,6,95,54,35,16,13,5,10
"16874",128,20030113,105,1,"77",5,147,12,2,124,75,55,25,20,7,11,11,3,116,67,49,21,20,7,14
"16875",128,20030113,106,1,"5",5,196,8,4,131,83,54,30,20,7,10,11,6,144,73,50,30,20,10,17
"16876",128,20030113,107,1,"21",5,169,11,8,129,74,58,27,19,2,4,8,5,121,74,54,22,19,2,5
"16877",128,20030113,108,1,"30",5,214,11,5,126,70,57,33,24,2,5,10,14,197,115,75,37,25,20,26
"16878",128,20030113,109,1,"30",5,198,8,7,139,95,65,23,22,9,12,14,7,139,86,59,25,22,3,9
"16879",128,20030113,110,1,"33",5,135,8,1,101,55,39,24,13,8,9,3,1,74,37,22,16,12,1,7
"16880",128,20030113,111,1,"4",5,110,4,1,88,48,30,27,14,3,5,1,2,77,53,27,10,14,2,9
"16881",128,20030113,112,1,"96",5,168,8,3,131,91,59,20,18,16,20,10,5,124,59,39,31,18,4,11
"16882",128,20030113,113,1,"58",5,210,33,5,145,101,83,25,23,3,3,14,7,147,69,61,46,23,3,4
"16883",128,20030113,114,1,"96",5,194,22,2,156,101,81,27,25,5,7,14,3,166,91,60,43,25,7,12
"16884",128,20030113,115,1,"36",5,115,1,3,94,58,44,17,18,1,6,4,3,100,56,36,20,17,2,8
"16885",128,20030113,116,1,"4",5,178,3,2,133,79,50,30,21,10,17,9,9,148,77,58,26,21,9,17
"16886",128,20030113,117,1,"77",5,152,12,5,115,65,49,21,19,3,7,4,5,125,82,50,21,18,11,17
"16887",128,20030113,118,1,"30",5,101,3,3,78,44,31,17,11,4,6,4,3,69,44,24,2,12,3,12
"16888",128,20030113,119,1,"33",5,217,10,3,138,60,43,37,22,11,19,2,6,165,116,66,22,22,10,19
"16889",128,20030113,120,1,"96",5,48,1,0,34,23,18,6,5,1,1,0,1,41,26,12,7,6,4,8
"16890",128,20030113,121,1,"96",5,300,27,2,231,143,114,61,41,6,9,25,8,253,179,141,37,41,10,13
"16891",128,20030113,122,1,"36",5,138,3,6,105,53,40,31,17,5,7,3,4,107,61,33,23,17,2,10
"16892",128,20030113,123,1,"77",5,131,12,4,102,54,43,26,15,3,6,6,2,115,70,47,21,16,8,14
"16893",128,20030113,124,1,"96",5,120,3,1,75,49,38,16,12,2,2,5,5,111,52,35,20,13,12,18
"16894",128,20030113,125,1,"36",5,139,6,4,102,54,41,30,19,3,6,11,4,123,76,52,21,19,8,13
"16895",128,20030113,126,1,"96",5,88,6,3,71,52,44,8,12,3,3,8,3,81,49,31,12,13,5,11
"16896",128,20030113,127,1,"96",5,76,7,1,58,39,29,14,11,0,1,4,4,65,33,19,9,12,5,13
"16897",32,20031020,1,1,"65",3,77,3,1,55,36,30,9,9,4,4,8,1,65,47,32,5,10,5,9
"16898",32,20031020,2,1,"86",3,93,9,0,67,45,39,13,13,2,3,5,4,90,67,41,10,12,9,13
"16899",32,20031020,3,1,"86",3,93,4,3,71,47,41,13,14,0,1,13,4,95,67,48,10,14,7,10
"16900",32,20031020,4,1,"4",3,64,5,0,53,34,24,12,9,1,2,3,2,57,34,18,11,9,5,9
"16901",32,20031020,5,1,"16",3,73,13,1,66,44,34,10,11,4,5,7,1,58,37,24,8,12,1,6
"16902",32,20031020,6,1,"86",3,83,11,2,46,25,24,16,10,0,0,6,3,66,38,31,10,11,5,8
"16903",32,20031020,7,1,"48",3,70,3,1,55,32,27,13,10,0,3,2,2,57,36,24,2,9,3,7
"16904",32,20031020,8,1,"33",3,111,19,6,93,60,51,15,16,0,2,11,2,107,81,57,9,16,1,4
"16905",32,20031020,9,1,"96",3,83,10,0,69,37,31,21,11,1,1,7,1,71,48,37,13,11,2,3
"16906",32,20031020,10,1,"33",3,51,3,3,41,26,21,9,7,1,1,1,2,47,31,14,5,7,4,9
"16907",32,20031020,11,1,"21",3,57,4,1,46,36,29,8,9,2,2,6,3,52,32,24,7,8,4,7
"16908",32,20031020,12,1,"65",3,122,12,2,89,56,42,17,15,3,5,5,0,82,59,44,11,15,5,8
"16909",32,20031020,13,0,"25",3,80,4,1,58,36,27,14,9,5,5,5,3,70,45,29,10,9,7,10
"16910",32,20031020,14,1,"86",3,69,7,4,58,37,29,9,11,4,7,4,1,51,28,16,9,10,2,7
"16911",32,20031020,15,1,"96",3,44,6,0,40,24,19,13,8,0,0,1,2,53,32,19,7,8,3,7
"16912",32,20031020,16,1,"96",3,78,14,4,63,32,28,17,11,1,2,0,0,65,49,29,10,10,5,8
"16913",32,20031020,17,1,"86",3,73,8,1,46,31,26,10,9,0,0,0,2,58,36,23,8,8,7,10
"16914",32,20031020,18,1,"86",3,72,5,0,65,52,39,6,9,8,8,4,1,51,35,25,7,10,0,3
"16915",32,20031020,19,1,"86",3,95,28,5,76,57,52,9,16,1,3,21,4,95,60,50,16,16,3,6
"16916",32,20031020,20,1,"48",3,98,5,4,81,53,39,12,14,0,3,16,10,84,50,40,15,15,4,8
"16917",32,20031020,21,1,"96",3,57,15,1,64,45,35,9,10,0,0,7,1,54,43,29,7,10,1,3
"16918",32,20031020,22,1,"21",3,125,18,3,106,70,55,22,17,3,4,10,6,119,78,59,17,17,3,5
"16919",32,20031020,23,1,"86",3,140,13,2,106,62,48,25,16,3,4,23,0,109,74,53,19,16,9,12
"16920",32,20031020,24,1,"96",3,127,10,2,121,89,60,18,17,10,12,18,12,107,56,46,25,17,2,5
"16921",32,20031020,25,1,"86",3,64,7,1,44,31,28,9,9,0,0,9,2,63,37,27,11,10,3,6
"16922",32,20031020,26,1,"48",3,62,7,1,50,28,22,15,9,1,1,9,3,49,30,18,11,8,0,3
"16923",32,20031020,27,1,"96",3,146,14,3,111,63,54,28,17,2,2,16,2,130,90,57,30,17,8,9
"16924",32,20031020,28,1,"86",3,62,8,0,54,32,27,14,10,0,0,6,2,58,31,24,12,9,7,9
"16925",32,20031020,29,1,"86",3,89,11,1,74,49,40,16,12,0,0,2,2,83,51,37,19,12,4,4
"16926",32,20031020,30,1,"96",3,80,16,6,66,37,31,14,11,2,3,12,3,59,36,27,9,11,0,3
"16927",32,20031020,31,1,"96",3,124,17,1,94,63,50,14,16,1,3,15,4,115,86,61,13,17,5,7
"16928",32,20021230,1,1,"4",3,113,5,3,78,47,35,20,14,2,4,7,7,95,51,33,22,13,5,9
"16929",32,20021230,2,1,"24",3,62,7,1,52,31,25,11,8,2,2,2,4,47,28,18,7,8,2,6
